FID,Shape,id,type,y_1990,y_1991,y_1992,y_1993,y_1994,y_1995,y_1996,y_1997,y_1998,y_1999,y_2000,y_2001,y_2002,y_2003,y_2004,y_2005,y_2006,y_2007,y_2008,y_2009,y_2010,y_2011,y_2012,y_2013,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020,y_2021,y_2022,y_2023,y_2024,y_2025
9110,Polygon,9111,agrl3204,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd
9111,Polygon,9112,agrl3205,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd
9112,Polygon,9113,agrl3206,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd
9113,Polygon,9114,agrl3207,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd
9114,Polygon,9115,agrl3208,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd
9115,Polygon,9116,agrl3209,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd
9116,Polygon,9117,agrl3210,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd
9117,Polygon,9118,agrl3211,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd
9118,Polygon,9119,agrl3212,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd
9119,Polygon,9120,agrl3213,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd
9120,Polygon,9121,agrl3214,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd
9121,Polygon,9122,agrl3215,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd
9122,Polygon,9123,agrl3216,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd
14205,Polygon,14206,agrl5390,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd,orcd
8733,Polygon,8734,agrl2827,usun,usun,orcd,orcd,orcd,oats,orcd,orcd,orcd,orcd,oats,orcd,orcd,orcd,orcd,oats,orcd,orcd,orcd,orcd,oats,orcd,orcd,orcd,orcd,oats,orcd,orcd,orcd,orcd,oats,orcd,orcd,orcd,orcd,oats
9098,Polygon,9099,agrl3192,usun,fpea,orcd,orcd,orcd,orcd,fpea,orcd,orcd,orcd,orcd,fpea,orcd,orcd,orcd,orcd,fpea,orcd,orcd,orcd,orcd,fpea,orcd,orcd,orcd,orcd,fpea,orcd,orcd,orcd,orcd,fpea,orcd,orcd,orcd,orcd
10581,Polygon,10582,agrl4675,usun,usun,orcd,orcd,orcd,wwht,orcd,orcd,orcd,orcd,wwht,orcd,orcd,orcd,orcd,wwht,orcd,orcd,orcd,orcd,wwht,orcd,orcd,orcd,orcd,wwht,orcd,orcd,orcd,orcd,wwht,orcd,orcd,orcd,orcd,wwht
14113,Polygon,14114,agrl5298,usun,oats,orcd,orcd,orcd,oats,oats,orcd,orcd,orcd,oats,oats,orcd,orcd,orcd,oats,oats,orcd,orcd,orcd,oats,oats,orcd,orcd,orcd,oats,oats,orcd,orcd,orcd,oats,oats,orcd,orcd,orcd,oats
14114,Polygon,14115,agrl5299,usun,oats,orcd,orcd,orcd,oats,oats,orcd,orcd,orcd,oats,oats,orcd,orcd,orcd,oats,oats,orcd,orcd,orcd,oats,oats,orcd,orcd,orcd,oats,oats,orcd,orcd,orcd,oats,oats,orcd,orcd,orcd,oats
